ibge_code;municipality;year;macro_class;area_ha
3503901;ARUJÁ;1992;native_vegetation;3,56721701733472e+03
3503901;ARUJÁ;1992;non_vegetated_other;5,20458676086426e+01
3503901;ARUJÁ;1992;urban;1,49876803402717e+03
3503901;ARUJÁ;1992;water;6,01102281555177e+01
3503901;ARUJÁ;1993;farming;4,47532001596098e+03
3503901;ARUJÁ;1993;native_vegetation;3,46903292821115e+03
3503901;ARUJÁ;1993;non_vegetated_other;4,83459220336915e+01
3503901;ARUJÁ;1993;urban;1,56462335936896e+03
3503901;ARUJÁ;1993;water;6,01104714416504e+01
3503901;ARUJÁ;1994;farming;4,68881016726717e+03
3503901;ARUJÁ;1994;native_vegetation;3,22643994668027e+03
3503901;ARUJÁ;1994;non_vegetated_other;4,42345275085450e+01
3503901;ARUJÁ;1994;urban;1,60030604572150e+03
3503901;ARUJÁ;1994;water;5,76420098388673e+01
3503901;ARUJÁ;1995;farming;4,62994252656897e+03
3503901;ARUJÁ;1995;native_vegetation;3,20835092877252e+03
3503901;ARUJÁ;1995;non_vegetated_other;3,93831709045411e+01
3503901;ARUJÁ;1995;urban;1,68342976031512e+03
3503901;ARUJÁ;1995;water;5,63263104553223e+01
3503901;ARUJÁ;1996;farming;4,64237389204139e+03
3503901;ARUJÁ;1996;native_vegetation;3,12998022987721e+03
3503901;ARUJÁ;1996;non_vegetated_other;4,33304437072755e+01
3503901;ARUJÁ;1996;urban;1,74780371691308e+03
3503901;ARUJÁ;1996;water;5,39444144775391e+01
3503901;ARUJÁ;1997;farming;4,59666188278847e+03
3503901;ARUJÁ;1997;native_vegetation;3,12143034287158e+03
3503901;ARUJÁ;1997;non_vegetated_other;3,95478396972657e+01
3503901;ARUJÁ;1997;urban;1,80634164232813e+03
3503901;ARUJÁ;1997;water;5,34509893310548e+01
3503901;ARUJÁ;1998;farming;4,34019724450720e+03
3503901;ARUJÁ;1998;native_vegetation;3,31664656903749e+03
3503901;ARUJÁ;1998;non_vegetated_other;4,17680631774903e+01
3503901;ARUJÁ;1998;urban;1,86232807583032e+03
3503901;ARUJÁ;1998;water;5,64927444641114e+01
3503901;ARUJÁ;1999;farming;4,18733303515056e+03
3503901;ARUJÁ;1999;native_vegetation;3,44509341073064e+03
3503901;ARUJÁ;1999;non_vegetated_other;4,45635184570314e+01
3503901;ARUJÁ;1999;urban;1,88288177700220e+03
3503901;ARUJÁ;1999;water;5,75609556762696e+01
3503901;ARUJÁ;2000;farming;4,13117119759569e+03
3503901;ARUJÁ;2000;native_vegetation;3,49410577353585e+03
3503901;ARUJÁ;2000;non_vegetated_other;4,57146839904787e+01
3503901;ARUJÁ;2000;urban;1,90450348099997e+03
3503901;ARUJÁ;2000;water;4,19375608947754e+01
3503901;ARUJÁ;2001;farming;4,10453356474660e+03
3503901;ARUJÁ;2001;native_vegetation;3,49895686895212e+03
3503901;ARUJÁ;2001;non_vegetated_other;4,34951930358888e+01
3503901;ARUJÁ;2001;urban;1,92875631352562e+03
3503901;ARUJÁ;2001;water;4,16907567565918e+01
3503901;ARUJÁ;2002;farming;4,08866468145803e+03
3503901;ARUJÁ;2002;native_vegetation;3,49871285681831e+03
3503901;ARUJÁ;2002;non_vegetated_other;4,14396206970216e+01
3503901;ARUJÁ;2002;urban;1,94618488402120e+03
3503901;ARUJÁ;2002;water;4,24306540222168e+01
3503901;ARUJÁ;2003;farming;4,04220654125420e+03
3503901;ARUJÁ;2003;native_vegetation;3,53768982488473e+03
3503901;ARUJÁ;2003;non_vegetated_other;4,29198472534180e+01
3503901;ARUJÁ;2003;urban;1,95662653731100e+03
3503901;ARUJÁ;2003;water;3,79899463134766e+01
3503901;ARUJÁ;2004;farming;4,01392251110893e+03
3503901;ARUJÁ;2004;native_vegetation;3,54837855504833e+03
3503901;ARUJÁ;2004;non_vegetated_other;4,57155282531740e+01
3503901;ARUJÁ;2004;urban;1,97183704823017e+03
3503901;ARUJÁ;2004;water;3,75790543762207e+01
3503901;ARUJÁ;2005;farming;3,98481313179986e+03
3503901;ARUJÁ;2005;native_vegetation;3,56499117656323e+03
3503901;ARUJÁ;2005;non_vegetated_other;4,63735121337892e+01
3503901;ARUJÁ;2005;urban;1,98219563021261e+03
3503901;ARUJÁ;2005;water;3,90592463073731e+01
3503901;ARUJÁ;2006;farming;3,92676535226500e+03
3503901;ARUJÁ;2006;native_vegetation;3,58554984941478e+03
3503901;ARUJÁ;2006;non_vegetated_other;4,31667792907716e+01
3503901;ARUJÁ;2006;urban;2,02058904060682e+03
3503901;ARUJÁ;2006;water;4,13616754394531e+01
3503901;ARUJÁ;2007;farming;3,85532068210517e+03
3503901;ARUJÁ;2007;native_vegetation;3,59525503477244e+03
3503901;ARUJÁ;2007;non_vegetated_other;4,16044137207032e+01
3503901;ARUJÁ;2007;urban;2,08134196062625e+03
3503901;ARUJÁ;2007;water;4,39106057922364e+01
3503901;ARUJÁ;2008;farming;3,85359162794867e+03
3503901;ARUJÁ;2008;native_vegetation;3,57503380253365e+03
3503901;ARUJÁ;2008;non_vegetated_other;4,16865347290040e+01
3503901;ARUJÁ;2008;urban;2,10600568875121e+03
3503901;ARUJÁ;2008;water;4,11150430541992e+01
3503901;ARUJÁ;2009;farming;3,82333154617376e+03
3503901;ARUJÁ;2009;native_vegetation;3,59279740574411e+03
3503901;ARUJÁ;2009;non_vegetated_other;3,85621270324708e+01
3503901;ARUJÁ;2009;urban;2,12466932379758e+03
3503901;ARUJÁ;2009;water;3,80722942687988e+01
3503901;ARUJÁ;2010;farming;3,75664192919993e+03
3503901;ARUJÁ;2010;native_vegetation;3,64699090020826e+03
3503901;ARUJÁ;2010;non_vegetated_other;4,00415875976564e+01
3503901;ARUJÁ;2010;urban;2,13675504697261e+03
3503901;ARUJÁ;2010;water;3,70032330383301e+01
3503901;ARUJÁ;2011;farming;3,72753485394358e+03
3503901;ARUJÁ;2011;native_vegetation;3,65743539564283e+03
3503901;ARUJÁ;2011;non_vegetated_other;3,77387998291017e+01
3503901;ARUJÁ;2011;urban;2,15887151506951e+03
3503901;ARUJÁ;2011;water;3,58521325317383e+01
3503901;ARUJÁ;2012;farming;3,74850630456003e+03
3503901;ARUJÁ;2012;native_vegetation;3,61484112149729e+03
3503901;ARUJÁ;2012;non_vegetated_other;3,32983391479493e+01
3503901;ARUJÁ;2012;urban;2,18666174413442e+03
3503901;ARUJÁ;2012;water;3,41251876770020e+01
3503901;ARUJÁ;2013;farming;3,73477719056467e+03
3503901;ARUJÁ;2013;native_vegetation;3,60423649214546e+03
3503901;ARUJÁ;2013;non_vegetated_other;3,23938054016114e+01
3503901;ARUJÁ;2013;urban;2,21428518873887e+03
3503901;ARUJÁ;2013;water;3,17400201660156e+01
3503901;ARUJÁ;2014;farming;3,66800894826727e+03
3503901;ARUJÁ;2014;native_vegetation;3,62068934123604e+03
3503901;ARUJÁ;2014;non_vegetated_other;3,32987103210450e+01
3503901;ARUJÁ;2014;urban;2,26460010964945e+03
3503901;ARUJÁ;2014;water;3,08355875427246e+01
3503901;ARUJÁ;2015;farming;3,65476555847846e+03
3503901;ARUJÁ;2015;native_vegetation;3,61995695583569e+03
3503901;ARUJÁ;2015;non_vegetated_other;3,05034772644043e+01
3503901;ARUJÁ;2015;urban;2,28137158789039e+03
3503901;ARUJÁ;2015;water;3,08351175476074e+01
3503901;ARUJÁ;2016;farming;3,59227675064155e+03
3503901;ARUJÁ;2016;native_vegetation;3,65827492794260e+03
3503901;ARUJÁ;2016;non_vegetated_other;3,24765579772950e+01
3503901;ARUJÁ;2016;urban;2,30389810628024e+03
3503901;ARUJÁ;2016;water;3,05063541748047e+01
3503901;ARUJÁ;2017;farming;3,56629767871770e+03
3503901;ARUJÁ;2017;native_vegetation;3,66123240957714e+03
3503901;ARUJÁ;2017;non_vegetated_other;3,57651633056642e+01
3503901;ARUJÁ;2017;urban;2,32568613254975e+03
3503901;ARUJÁ;2017;water;2,84513128662109e+01
3503901;ARUJÁ;2018;farming;3,53546705375429e+03
3503901;ARUJÁ;2018;native_vegetation;3,64914449603952e+03
3503901;ARUJÁ;2018;non_vegetated_other;3,83136734985353e+01
3503901;ARUJÁ;2018;urban;2,36753635911831e+03
3503901;ARUJÁ;2018;water;2,69711146057129e+01
3503901;ARUJÁ;2019;farming;3,45743406452691e+03
3503901;ARUJÁ;2019;native_vegetation;3,67669077039870e+03
3503901;ARUJÁ;2019;non_vegetated_other;3,83137756530763e+01
3503901;ARUJÁ;2019;urban;2,41687166234094e+03
3503901;ARUJÁ;2019;water;2,81224240966797e+01
3503901;ARUJÁ;2020;farming;3,42191892724052e+03
3503901;ARUJÁ;2020;native_vegetation;3,67150743931959e+03
3503901;ARUJÁ;2020;non_vegetated_other;4,82608025878907e+01
3503901;ARUJÁ;2020;urban;2,44795171480062e+03
3503901;ARUJÁ;2020;water;2,77938130676270e+01
3503901;ARUJÁ;2021;farming;3,37036578271534e+03
3503901;ARUJÁ;2021;native_vegetation;3,68614257327347e+03
3503901;ARUJÁ;2021;non_vegetated_other;4,94116023864746e+01
3503901;ARUJÁ;2021;urban;2,48511724091145e+03
3503901;ARUJÁ;2021;water;2,63954977294922e+01
3503901;ARUJÁ;2022;farming;3,29931849628952e+03
3503901;ARUJÁ;2022;native_vegetation;3,70546764793778e+03
3503901;ARUJÁ;2022;non_vegetated_other;5,31124721496582e+01
3503901;ARUJÁ;2022;urban;2,53149329383500e+03
3503901;ARUJÁ;2022;water;2,80407868041992e+01
3503901;ARUJÁ;2023;farming;3,28501314794967e+03
3503901;ARUJÁ;2023;native_vegetation;3,70579507614822e+03
3503901;ARUJÁ;2023;non_vegetated_other;6,25684473144531e+01
3503901;ARUJÁ;2023;urban;2,53848200114091e+03
3503901;ARUJÁ;2023;water;2,55740244628906e+01
3503901;ARUJÁ;2024;farming;3,21520938944742e+03
3503901;ARUJÁ;2024;native_vegetation;3,72421121307450e+03
3503901;ARUJÁ;2024;non_vegetated_other;8,07399129272461e+01
3503901;ARUJÁ;2024;urban;2,57153364005692e+03
3503901;ARUJÁ;2024;water;2,57385415100098e+01
3505708;BARUERI;1985;farming;2,25420494109497e+03
3505708;BARUERI;1985;native_vegetation;7,65284561523443e+02
3505708;BARUERI;1985;non_vegetated_other;1,77707665338133e+02
3505708;BARUERI;1985;urban;3,16516837842390e+03
3505708;BARUERI;1985;water;2,06952436578372e+02
3505708;BARUERI;1986;farming;2,22355858906253e+03
3505708;BARUERI;1986;native_vegetation;7,29056393353277e+02
3505708;BARUERI;1986;non_vegetated_other;1,64560966650389e+02
3505708;BARUERI;1986;urban;3,22990809029525e+03
3505708;BARUERI;1986;water;2,22233943597414e+02
3505708;BARUERI;1987;farming;2,26217520701907e+03
3505708;BARUERI;1987;native_vegetation;6,98574775720219e+02
3505708;BARUERI;1987;non_vegetated_other;1,55933997668455e+02
3505708;BARUERI;1987;urban;3,24173830993635e+03
3505708;BARUERI;1987;water;2,10895692614749e+02
3505708;BARUERI;1988;farming;2,24007604671023e+03
3505708;BARUERI;1988;native_vegetation;6,59466877563483e+02
3505708;BARUERI;1988;non_vegetated_other;1,85018734906004e+02
3505708;BARUERI;1988;urban;3,28840331204208e+03
3505708;BARUERI;1988;water;1,96353011737064e+02
3505708;BARUERI;1989;farming;2,20351511937870e+03
3505708;BARUERI;1989;native_vegetation;6,32766348895271e+02
3505708;BARUERI;1989;non_vegetated_other;1,98164460296630e+02
3505708;BARUERI;1989;urban;3,34402409796744e+03
3505708;BARUERI;1989;water;1,90847956420902e+02
3505708;BARUERI;1990;farming;2,16022090396733e+03
3505708;BARUERI;1990;native_vegetation;6,39747971453864e+02
3505708;BARUERI;1990;non_vegetated_other;1,99890320233153e+02
3505708;BARUERI;1990;urban;3,37926807299183e+03
3505708;BARUERI;1990;water;1,90190714312747e+02
3505708;BARUERI;1991;farming;2,06895093428953e+03
3505708;BARUERI;1991;native_vegetation;6,58560281127935e+02
3505708;BARUERI;1991;non_vegetated_other;1,89374935748290e+02
3505708;BARUERI;1991;urban;3,44654943529053e+03
3505708;BARUERI;1991;water;2,05882396502688e+02
3505708;BARUERI;1992;farming;2,01727474607541e+03
3505708;BARUERI;1992;native_vegetation;6,67106671484380e+02
3505708;BARUERI;1992;non_vegetated_other;1,94715479034423e+02
3505708;BARUERI;1992;urban;3,48006636416017e+03
3505708;BARUERI;1992;water;2,10154722204592e+02
3505708;BARUERI;1993;farming;1,94374801289060e+03
3505708;BARUERI;1993;native_vegetation;7,15002457104504e+02
3505708;BARUERI;1993;non_vegetated_other;1,90279182928466e+02
3505708;BARUERI;1993;urban;3,51637740360116e+03
3505708;BARUERI;1993;water;2,03910926434329e+02
3505708;BARUERI;1994;farming;1,87859680249019e+03
3505708;BARUERI;1994;native_vegetation;7,23218090289319e+02
3505708;BARUERI;1994;non_vegetated_other;1,81077501843261e+02
3505708;BARUERI;1994;urban;3,58350025041502e+03
3505708;BARUERI;1994;water;2,02925337921146e+02
3505708;BARUERI;1995;farming;1,79915041067501e+03
3505708;BARUERI;1995;native_vegetation;7,21409153033456e+02
3505708;BARUERI;1995;non_vegetated_other;1,83788613983154e+02
3505708;BARUERI;1995;urban;3,66672745149546e+03
3505708;BARUERI;1995;water;1,98242353771976e+02
3505708;BARUERI;1996;farming;1,70696979840693e+03
3505708;BARUERI;1996;native_vegetation;7,07359473236095e+02
3505708;BARUERI;1996;non_vegetated_other;1,93071578747558e+02
3505708;BARUERI;1996;urban;3,76745355436417e+03
3505708;BARUERI;1996;water;1,94463578204349e+02
3505708;BARUERI;1997;farming;1,64346903299557e+03
3505708;BARUERI;1997;native_vegetation;7,05470562945567e+02
3505708;BARUERI;1997;non_vegetated_other;1,96768095294189e+02
3505708;BARUERI;1997;urban;3,83095454411041e+03
3505708;BARUERI;1997;water;1,92655747613528e+02
3505708;BARUERI;1998;farming;1,53683584230955e+03
3505708;BARUERI;1998;native_vegetation;6,90353518786631e+02
3505708;BARUERI;1998;non_vegetated_other;2,00711594189453e+02
3505708;BARUERI;1998;urban;3,94325691671169e+03
3505708;BARUERI;1998;water;1,98160110961917e+02
3505708;BARUERI;1999;farming;1,44572691676632e+03
3505708;BARUERI;1999;native_vegetation;7,05223665020761e+02
3505708;BARUERI;1999;non_vegetated_other;2,02929785491943e+02
3505708;BARUERI;1999;urban;4,02286401732817e+03
3505708;BARUERI;1999;water;1,92573598352053e+02
3505708;BARUERI;2000;farming;1,41738284830318e+03
3505708;BARUERI;2000;native_vegetation;7,08591760461432e+02
3505708;BARUERI;2000;non_vegetated_other;2,00547631146240e+02
3505708;BARUERI;2000;urban;4,06714677353541e+03
3505708;BARUERI;2000;water;1,75648969512942e+02
3505708;BARUERI;2001;farming;1,39791268004758e+03
3505708;BARUERI;2001;native_vegetation;6,98073861328134e+02
3505708;BARUERI;2001;non_vegetated_other;2,11558646063233e+02
3505708;BARUERI;2001;urban;4,09466754035665e+03
3505708;BARUERI;2001;water;1,67105255163576e+02
3505708;BARUERI;2002;farming;1,38140008385007e+03
3505708;BARUERI;2002;native_vegetation;6,92076298400889e+02
3505708;BARUERI;2002;non_vegetated_other;2,12298840753174e+02
3505708;BARUERI;2002;urban;4,11890219548968e+03
3505708;BARUERI;2002;water;1,64640564465334e+02
3505708;BARUERI;2003;farming;1,35716660827635e+03
3505708;BARUERI;2003;native_vegetation;6,94047387030036e+02
3505708;BARUERI;2003;non_vegetated_other;2,15749782226563e+02
3505708;BARUERI;2003;urban;4,13664529998184e+03
3505708;BARUERI;2003;water;1,65708905444338e+02
3505708;BARUERI;2004;farming;1,33835685529173e+03
3505708;BARUERI;2004;native_vegetation;6,85503608544929e+02
3505708;BARUERI;2004;non_vegetated_other;2,16489197454834e+02
3505708;BARUERI;2004;urban;4,16465637286392e+03
3505708;BARUERI;2004;water;1,64311948803713e+02
3505708;BARUERI;2005;farming;1,31601006860959e+03
3505708;BARUERI;2005;native_vegetation;6,84187773828130e+02
3505708;BARUERI;2005;non_vegetated_other;2,15503371582032e+02
3505708;BARUERI;2005;urban;4,18478617617205e+03
3505708;BARUERI;2005;water;1,68830592767336e+02
3505708;BARUERI;2006;farming;1,29169305286862e+03
3505708;BARUERI;2006;native_vegetation;6,96755206298833e+02
3505708;BARUERI;2006;non_vegetated_other;2,14435735852051e+02
3505708;BARUERI;2006;urban;4,20080726125510e+03
3505708;BARUERI;2006;water;1,65626726684572e+02
3505708;BARUERI;2007;farming;1,27247087292477e+03
3505708;BARUERI;2007;native_vegetation;6,93715010113530e+02
3505708;BARUERI;2007;non_vegetated_other;2,15667841741944e+02
3505708;BARUERI;2007;urban;4,22553474591697e+03
3505708;BARUERI;2007;water;1,61929512261965e+02
3505708;BARUERI;2008;farming;1,25661518309934e+03
3505708;BARUERI;2008;native_vegetation;6,80817501599126e+02
3505708;BARUERI;2008;non_vegetated_other;2,18789951422120e+02
3505708;BARUERI;2008;urban;4,25026202562267e+03
3505708;BARUERI;2008;water;1,62833321215822e+02
3505708;BARUERI;2009;farming;1,23821263715207e+03
3505708;BARUERI;2009;native_vegetation;6,67836587274178e+02
3505708;BARUERI;2009;non_vegetated_other;2,21501402697755e+02
3505708;BARUERI;2009;urban;4,28304181495370e+03
3505708;BARUERI;2009;water;1,58725540881349e+02
3505708;BARUERI;2010;farming;1,14850440882564e+03
3505708;BARUERI;2010;native_vegetation;7,27479965570074e+02
3505708;BARUERI;2010;non_vegetated_other;2,20187147143556e+02
3505708;BARUERI;2010;urban;4,31811807813120e+03
3505708;BARUERI;2010;water;1,55028383288576e+02
3505708;BARUERI;2011;farming;1,05402739169920e+03
3505708;BARUERI;2011;native_vegetation;7,25673256506353e+02
3505708;BARUERI;2011;non_vegetated_other;2,16654659991456e+02
3505708;BARUERI;2011;urban;4,41587977091076e+03
3505708;BARUERI;2011;water;1,57082903851320e+02
3505708;BARUERI;2012;farming;1,02396262999877e+03
3505708;BARUERI;2012;native_vegetation;7,38243360162358e+02
3505708;BARUERI;2012;non_vegetated_other;2,13614787597657e+02
3505708;BARUERI;2012;urban;4,44651962318127e+03
3505708;BARUERI;2012;water;1,46977582019044e+02
3505708;BARUERI;2013;farming;1,00917829597777e+03
3505708;BARUERI;2013;native_vegetation;7,41693912390142e+02
3505708;BARUERI;2013;non_vegetated_other;2,14025686529542e+02
3505708;BARUERI;2013;urban;4,47305214101576e+03
3505708;BARUERI;2013;water;1,31367947045899e+02
3505708;BARUERI;2014;farming;9,77962746368383e+02
3505708;BARUERI;2014;native_vegetation;7,55247910638426e+02
3505708;BARUERI;2014;non_vegetated_other;2,10985875518800e+02
3505708;BARUERI;2014;urban;4,50599387319967e+03
3505708;BARUERI;2014;water;1,19127577233886e+02
3505708;BARUERI;2015;farming;9,25218501513685e+02
3505708;BARUERI;2015;native_vegetation;7,48754738177483e+02
3505708;BARUERI;2015;non_vegetated_other;2,10821538720704e+02
3505708;BARUERI;2015;urban;4,56588764791273e+03
3505708;BARUERI;2015;water;1,18635556634520e+02
3505708;BARUERI;2016;farming;8,85458525354021e+02
3505708;BARUERI;2016;native_vegetation;7,64036606781001e+02
3505708;BARUERI;2016;non_vegetated_other;2,11971778198243e+02
3505708;BARUERI;2016;urban;4,59496605194711e+03
3505708;BARUERI;2016;water;1,12885020678709e+02
3505708;BARUERI;2017;farming;8,68288957678232e+02
3505708;BARUERI;2017;native_vegetation;7,89751008416752e+02
3505708;BARUERI;2017;non_vegetated_other;2,09835323986818e+02
3505708;BARUERI;2017;urban;4,60137364652108e+03
3505708;BARUERI;2017;water;1,00069046356200e+02
3505708;BARUERI;2018;farming;8,54981060253916e+02
3505708;BARUERI;2018;native_vegetation;8,01827528106696e+02
3505708;BARUERI;2018;non_vegetated_other;2,10328002697755e+02
3505708;BARUERI;2018;urban;4,60638462146615e+03
3505708;BARUERI;2018;water;9,57967704345697e+01
3505708;BARUERI;2019;farming;8,35264646899425e+02
3505708;BARUERI;2019;native_vegetation;8,13000295745856e+02
3505708;BARUERI;2019;non_vegetated_other;2,11313917980958e+02
3505708;BARUERI;2019;urban;4,61583179823008e+03
3505708;BARUERI;2019;water;9,39073241027827e+01
3505708;BARUERI;2020;farming;7,87039860662854e+02
3505708;BARUERI;2020;native_vegetation;8,04455552789313e+02
3505708;BARUERI;2020;non_vegetated_other;2,64552964788822e+02
3505708;BARUERI;2020;urban;4,62725018422254e+03
3505708;BARUERI;2020;water;8,60194204956050e+01
3505708;BARUERI;2021;farming;7,62394609082044e+02
3505708;BARUERI;2021;native_vegetation;8,05439199389656e+02
3505708;BARUERI;2021;non_vegetated_other;2,82957210565189e+02
3505708;BARUERI;2021;urban;4,63530091187147e+03
3505708;BARUERI;2021;water;8,32260520507808e+01
3505708;BARUERI;2022;farming;7,31504898992930e+02
3505708;BARUERI;2022;native_vegetation;7,93034091656501e+02
3505708;BARUERI;2022;non_vegetated_other;2,90105093865972e+02
3505708;BARUERI;2022;urban;4,67415770200211e+03
3505708;BARUERI;2022;water;8,05161964416503e+01
3505708;BARUERI;2023;farming;7,20742448400890e+02
3505708;BARUERI;2023;native_vegetation;7,97798914642341e+02
3505708;BARUERI;2023;non_vegetated_other;2,91419657525640e+02
3505708;BARUERI;2023;urban;4,67637577926651e+03
3505708;BARUERI;2023;water;8,29811831237792e+01
3505708;BARUERI;2024;farming;6,96836498260509e+02
3505708;BARUERI;2024;native_vegetation;8,10450932775887e+02
3505708;BARUERI;2024;non_vegetated_other;2,96266869439703e+02
3505708;BARUERI;2024;urban;4,69140941728531e+03
3505708;BARUERI;2024;water;7,43542651977539e+01
3506607;BIRITIBA-MIRIM;1985;farming;8,09779827933352e+03
3506607;BIRITIBA-MIRIM;1985;native_vegetation;2,26560888623537e+04
3506607;BIRITIBA-MIRIM;1985;non_vegetated_other;1,09857427850343e+02
3506607;BIRITIBA-MIRIM;1985;urban;1,92638815783694e+02
3506607;BIRITIBA-MIRIM;1985;water;6,84152121398925e+02
3506607;BIRITIBA-MIRIM;1986;farming;8,16938891400762e+03
3506607;BIRITIBA-MIRIM;1986;native_vegetation;2,26168492320618e+04
3506607;BIRITIBA-MIRIM;1986;non_vegetated_other;4,36791294677734e+01
3506607;BIRITIBA-MIRIM;1986;urban;1,97894254608157e+02
3506607;BIRITIBA-MIRIM;1986;water;7,12723976574707e+02
3506607;BIRITIBA-MIRIM;1987;farming;8,24941756234136e+03
3506607;BIRITIBA-MIRIM;1987;native_vegetation;2,25254896334959e+04
3506607;BIRITIBA-MIRIM;1987;non_vegetated_other;3,33336581542969e+01
3506607;BIRITIBA-MIRIM;1987;urban;1,99700773486331e+02
3506607;BIRITIBA-MIRIM;1987;water;7,32593879241943e+02
3506607;BIRITIBA-MIRIM;1988;farming;8,26920541746239e+03
3506607;BIRITIBA-MIRIM;1988;native_vegetation;2,24857475365781e+04
3506607;BIRITIBA-MIRIM;1988;non_vegetated_other;3,51406467468262e+01
3506607;BIRITIBA-MIRIM;1988;urban;2,16041493103032e+02
3506607;BIRITIBA-MIRIM;1988;water;7,34400412829589e+02
3506607;BIRITIBA-MIRIM;1989;farming;8,27003472606822e+03
3506607;BIRITIBA-MIRIM;1989;native_vegetation;2,24742435100648e+04
3506607;BIRITIBA-MIRIM;1989;non_vegetated_other;3,38266420837402e+01
3506607;BIRITIBA-MIRIM;1989;urban;2,23924457952886e+02
3506607;BIRITIBA-MIRIM;1989;water;7,38506170550537e+02
3506607;BIRITIBA-MIRIM;1990;farming;8,16691064332884e+03
3506607;BIRITIBA-MIRIM;1990;native_vegetation;2,25538013790896e+04
3506607;BIRITIBA-MIRIM;1990;non_vegetated_other;3,57152158264160e+01
3506607;BIRITIBA-MIRIM;1990;urban;2,35009703485112e+02
3506607;BIRITIBA-MIRIM;1990;water;7,49098564990233e+02
3506607;BIRITIBA-MIRIM;1991;farming;8,09911459118653e+03
3506607;BIRITIBA-MIRIM;1991;native_vegetation;2,25985248535774e+04
3506607;BIRITIBA-MIRIM;1991;non_vegetated_other;3,30876455871582e+01
3506607;BIRITIBA-MIRIM;1991;urban;2,49050751367190e+02
3506607;BIRITIBA-MIRIM;1991;water;7,60757665002431e+02
3506607;BIRITIBA-MIRIM;1992;farming;8,11651914016719e+03
3506607;BIRITIBA-MIRIM;1992;native_vegetation;2,25664202052436e+04
3506607;BIRITIBA-MIRIM;1992;non_vegetated_other;3,37447447998046e+01
3506607;BIRITIBA-MIRIM;1992;urban;2,71058316821293e+02
3506607;BIRITIBA-MIRIM;1992;water;7,52793099688715e+02
3506607;BIRITIBA-MIRIM;1993;farming;8,09221830842278e+03
3506607;BIRITIBA-MIRIM;1993;native_vegetation;2,25455615351814e+04
3506607;BIRITIBA-MIRIM;1993;non_vegetated_other;3,25954675720214e+01
3506607;BIRITIBA-MIRIM;1993;urban;2,97332715570072e+02
3506607;BIRITIBA-MIRIM;1993;water;7,72827479974357e+02
3506607;BIRITIBA-MIRIM;1994;farming;8,45313047554930e+03
3506607;BIRITIBA-MIRIM;1994;native_vegetation;2,21626379536985e+04
3506607;BIRITIBA-MIRIM;1994;non_vegetated_other;2,00332300170898e+01
3506607;BIRITIBA-MIRIM;1994;urban;3,22213555010987e+02
3506607;BIRITIBA-MIRIM;1994;water;7,82520292443838e+02
3506607;BIRITIBA-MIRIM;1995;farming;8,47148424273684e+03
3506607;BIRITIBA-MIRIM;1995;native_vegetation;2,20871361524352e+04
3506607;BIRITIBA-MIRIM;1995;non_vegetated_other;1,63386570678711e+01
3506607;BIRITIBA-MIRIM;1995;urban;3,53335348760989e+02
3506607;BIRITIBA-MIRIM;1995;water;8,12241105718995e+02
